protocolo;nomeEmpresa;modalidade;tpNavegacao;situacao;ultimaAlteracaoPor;fase;regular;dtInicio;dtSolicitacao;dtConfirmacao;dtFechamento;J
201505979;FLUMAR TRANSPORTES DE QUIMICOS E GASES LTDA;ESPAÇO;CABOTAGEM;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;20/9/2015 a 24/9/2015;16/9/2015;20/9/2015;;55950
201505980;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AGUARDANDO APROVAÇÃO DE CERTIFICADO;JULIANA MARZULLO PEDREIRA;CONFIRMAÇÃO;NÃO;1/10/2015 a 5/10/2015;16/9/2015;3/10/2015;;55951
201505981;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;VIAGEM;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;SILVANA HELENA NAVARRO;FECHAMENTO;NÃO;20/9/2015 a 24/9/2015;18/9/2015;24/9/2015;25/9/2015;55952
201505982;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;22/9/2015 a 26/9/2015;16/9/2015;22/9/2015;;55953
201505983;FLUMAR TRANSPORTES DE QUIMICOS E GASES LTDA;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;INGRID LAZZARIN;FECHAMENTO;NÃO;21/9/2015 a 25/9/2015;16/9/2015;24/9/2015;2/10/2015;55954
201505984;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;RAPHAEL DE CARVALHO LAGUNA CARDOSO;REGISTRO;NÃO;30/8/2015 a 30/8/2015;15/9/2015;30/8/2015;30/8/2015;55955
201505985;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CRIADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/8/2015 a 21/8/2015;15/9/2015;21/8/2015;21/8/2015;55956
201505986;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;31/8/2015;15/9/2015;31/8/2015;31/8/2015;55957
201505987;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO NÃO APROVADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;22/8/2015 a 22/8/2015;15/9/2015;22/8/2015;22/8/2015;55958
201505988;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;1/9/2015;15/9/2015;1/9/2015;1/9/2015;55959
201505989;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;2/9/2015;15/9/2015;2/9/2015;2/9/2015;55960
201505990;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;12/9/2015;16/9/2015;12/9/2015;12/9/2015;55961
201505991;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;12/9/2015;16/9/2015;12/9/2015;12/9/2015;55962
201505992;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;12/9/2015;16/9/2015;12/9/2015;12/9/2015;55963
201505993;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;12/9/2015;16/9/2015;12/9/2015;12/9/2015;55964
201505994;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;13/9/2015;16/9/2015;13/9/2015;13/9/2015;55965
201505995;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;13/9/2015;16/9/2015;13/9/2015;13/9/2015;55966
201505996;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;13/9/2015;16/9/2015;13/9/2015;13/9/2015;55967
201505997;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;13/9/2015;16/9/2015;13/9/2015;13/9/2015;55968
201505998;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO APROVAÇÃO DE AUTORIZAÇÃO DE REGISTRO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;13/9/2015;16/9/2015;13/9/2015;13/9/2015;55969
201505999;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;13/9/2015;16/9/2015;13/9/2015;13/9/2015;55970
201506000;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;13/9/2015;16/9/2015;13/9/2015;13/9/2015;55971
201506001;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;13/9/2015;16/9/2015;13/9/2015;13/9/2015;55972
201506002;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;CABOTAGEM;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;21/9/2015 a 25/9/2015;17/9/2015;22/9/2015;;55973
201506003;CIA DE NAVEGAÇÃO NORSUL;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;MARIA LUIZA VITORIANO;FECHAMENTO;NÃO;24/9/2015 a 28/9/2015;21/9/2015;26/9/2015;4/10/2015;55974
201506004;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;CABOTAGEM;DISPONÍVEL PARA CONFIRMAÇÃO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;SOLICITAÇÃO;NÃO;22/9/2015 a 26/9/2015;17/9/2015;;;55975
201506005;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);FERNANDA PORTELADA ESTEVES;CIRCULARIZAÇÃO;NÃO;1/12/2015 a 14/3/2016;;;;55976
201506006;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);GÉSSICA KNUPP CIDRO;CIRCULARIZAÇÃO;NÃO;20/1/2016 a 12/3/2016;;;;55977
201506007;CIA DE NAVEGAÇÃO NORSUL;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;MARIA LUIZA VITORIANO;FECHAMENTO;NÃO;24/9/2015 a 28/9/2015;21/9/2015;24/9/2015;30/9/2015;55978
201506008;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;22/9/2015 a 26/9/2015;17/9/2015;;;55979
201506009;TRANSHIP TRANSPORTES MARÍTIMOS LTDA;CASCO NU;APOIO PORTUÁRIO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;16/9/2015 a 16/9/2015;16/9/2015;16/9/2015;16/10/2015;55980
201506010;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO (AGUARDANDO INTERVENÇÃO ANTAQ);GÉSSICA KNUPP CIDRO;CIRCULARIZAÇÃO;NÃO;5/2/2016 a 12/3/2016;;;;55981
201506011;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;AGUARDANDO APROVAÇÃO DE AUTORIZAÇÃO;CAROLINA DIAS DA CUNHA;SOLICITAÇÃO;NÃO;10/12/2015 a 12/3/2016;24/9/2015;;;55982
201506012;SAAM SMIT TOWAGE BRASIL S/A.;CASCO NU;APOIO PORTUÁRIO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;14/9/2015 a 14/9/2015;16/9/2015;14/9/2015;13/9/2016;55983
201506013;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;CIRCULARIZAÇÃO EM NEGOCIAÇÃO;NÃO INFORMADO;CIRCULARIZAÇÃO;NÃO;25/2/2016 a 12/3/2016;;;;55984
201506014;SAAM SMIT TOWAGE BRASIL S/A.;CASCO NU;APOIO MARÍTIMO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;14/9/2015 a 14/9/2015;16/9/2015;14/9/2015;13/9/2016;55985
201506015;SAAM SMIT TOWAGE BRASIL S/A.;CASCO NU;APOIO PORTUÁRIO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;14/9/2015 a 14/9/2015;16/9/2015;14/9/2015;13/9/2016;55986
201506016;SAAM SMIT TOWAGE BRASIL S/A.;CASCO NU;APOIO MARÍTIMO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;14/9/2015 a 14/9/2015;16/9/2015;14/9/2015;13/9/2016;55987
201506017;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;TEMPO;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;15/9/2015;16/9/2015;15/9/2015;4/12/2015;55988
201506018;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AGUARDANDO APROVAÇÃO DE CERTIFICADO;JULIANA MARZULLO PEDREIRA;CONFIRMAÇÃO;NÃO;28/9/2015 a 2/10/2015;17/9/2015;30/9/2015;;55989
201506019;FLUMAR TRANSPORTES DE QUIMICOS E GASES LTDA;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIS ROBERTO DA SILVA CARVALHO;CIRCULARIZAÇÃO;NÃO;22/9/2015 a 26/9/2015;17/9/2015;;;55990
201506020;SAAM SMIT TOWAGE BRASIL S/A.;CASCO NU;APOIO PORTUÁRIO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;14/9/2015 a 14/9/2015;16/9/2015;14/9/2015;13/9/2016;55991
201506021;SAAM SMIT TOWAGE BRASIL S/A.;CASCO NU;APOIO MARÍTIMO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;14/9/2015 a 14/9/2015;16/9/2015;14/9/2015;13/9/2016;55992
201506022;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;2/9/2015;16/9/2015;2/9/2015;7/10/2015;55993
201506023;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;7/9/2015;16/9/2015;7/9/2015;7/9/2015;55994
201506024;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;12/9/2015;16/9/2015;12/9/2015;12/9/2015;55995
201506025;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/9/2015;16/9/2015;11/9/2015;11/9/2015;55996
201506026;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;14/9/2015;16/9/2015;14/9/2015;14/9/2015;55997
201506027;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;14/9/2015;16/9/2015;14/9/2015;14/9/2015;55998
201506028;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;9/9/2015;16/9/2015;9/9/2015;9/9/2015;55999
201506029;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;10/9/2015;16/9/2015;10/9/2015;10/9/2015;56000
201506030;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;10/9/2015;16/9/2015;10/9/2015;10/9/2015;56001
201506031;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/9/2015;16/9/2015;11/9/2015;11/9/2015;56002
201506032;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;8/9/2015;16/9/2015;8/9/2015;8/9/2015;56003
201506033;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;13/9/2015;16/9/2015;13/9/2015;13/9/2015;56004
201506034;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;12/9/2015;16/9/2015;12/9/2015;12/9/2015;56005
201506035;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;12/9/2015;16/9/2015;12/9/2015;12/9/2015;56006
201506036;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;14/9/2015;17/9/2015;14/9/2015;14/9/2015;56007
201506037;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;14/9/2015;17/9/2015;14/9/2015;14/9/2015;56008
201506038;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;14/9/2015;17/9/2015;14/9/2015;14/9/2015;56009
201506039;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;14/9/2015;17/9/2015;14/9/2015;14/9/2015;56010
201506040;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;14/9/2015;17/9/2015;14/9/2015;14/9/2015;56011
201506041;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;15/9/2015;17/9/2015;15/9/2015;30/9/2015;56012
201506042;VALE S.A.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CRIADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;5/9/2015;17/9/2015;5/9/2015;5/9/2015;56013
201506043;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;DIEGO SANTOS DE SOUZA;REGISTRO;NÃO;17/9/2015;17/9/2015;17/9/2015;30/9/2015;56014
201506044;VALE S.A.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;5/9/2015;17/9/2015;5/9/2015;5/9/2015;56015
201506045;VALE S.A.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;10/9/2015;17/9/2015;10/9/2015;10/9/2015;56016
201506046;VALE S.A.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;7/9/2015;17/9/2015;7/9/2015;7/9/2015;56017
201506047;VALE S.A.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;10/9/2015;17/9/2015;10/9/2015;10/9/2015;56018
201506048;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;CABOTAGEM;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;9/9/2015;17/9/2015;9/9/2015;16/9/2015;56019
201506049;EMPRESA DE NAVEGAÇÃO ELCANO S.A.;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;15/9/2015 a 16/9/2015;17/9/2015;15/9/2015;10/10/2015;56020
201506050;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;2/9/2015;17/9/2015;2/9/2015;3/10/2015;56021
201506051;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;CABOTAGEM;DISPONÍVEL PARA CONFIRMAÇÃO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;SOLICITAÇÃO;NÃO;5/10/2015 a 9/10/2015;21/9/2015;;;56022
201506052;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;CABOTAGEM;DISPONÍVEL PARA CONFIRMAÇÃO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;SOLICITAÇÃO;NÃO;1/10/2015 a 5/10/2015;21/9/2015;;;56023
201506053;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;24/9/2015 a 28/9/2015;18/9/2015;24/9/2015;25/9/2015;56024
201506054;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;2/9/2015;17/9/2015;2/9/2015;22/9/2015;56025
201506055;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AGUARDANDO ANÁLISE DO CANCELAMENTO DO AFRETAMENTO;PAULO RICARDO CRISTIANO DA SILVA;CIRCULARIZAÇÃO;NÃO;23/9/2015 a 27/9/2015;18/9/2015;;;56026
201506056;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;14/9/2015;18/9/2015;14/9/2015;14/9/2015;56027
201506057;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;14/9/2015;18/9/2015;14/9/2015;14/9/2015;56028
201506058;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;15/9/2015;18/9/2015;15/9/2015;15/9/2015;56029
201506059;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;15/9/2015;18/9/2015;15/9/2015;15/9/2015;56030
201506060;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;15/9/2015;18/9/2015;15/9/2015;15/9/2015;56031
201506061;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;15/9/2015;18/9/2015;15/9/2015;15/9/2015;56032
201506062;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;15/9/2015;18/9/2015;15/9/2015;15/9/2015;56033
201506063;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;16/9/2015;18/9/2015;16/9/2015;16/9/2015;56034
201506064;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;16/9/2015;18/9/2015;16/9/2015;16/9/2015;56035
201506065;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;16/9/2015;18/9/2015;16/9/2015;16/9/2015;56036
201506066;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;16/9/2015;18/9/2015;16/9/2015;16/9/2015;56037
201506067;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;16/9/2015;18/9/2015;16/9/2015;16/9/2015;56038
201506068;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;24/9/2015 a 28/9/2015;21/9/2015;24/9/2015;;56039
201506069;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;16/9/2015;18/9/2015;16/9/2015;16/9/2015;56040
201506070;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ANDRE DA FONSECA ALVES;REGISTRO;NÃO;1/9/2015 a 1/9/2015;18/9/2015;1/9/2015;1/9/2015;56041
201506071;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;23/9/2015 a 27/9/2015;21/9/2015;25/9/2015;;56042
201506072;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;14/9/2015;18/9/2015;14/9/2015;14/9/2015;56043
201506073;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;15/9/2015;18/9/2015;15/9/2015;15/9/2015;56044
201506074;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;14/9/2015;18/9/2015;14/9/2015;3/11/2015;56045
201506075;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;16/9/2015;18/9/2015;16/9/2015;16/9/2015;56046
